coordinate_system,x_nm,segment_id,material,phi_tilde_with,phi_tilde_no,phi_RP_with_V,phi_RP_no_V,c_R1_with,c_O2_with,c_R1_no,c_O2_no,eta_Au_with_V,eta_Pd_with_V,eta_Au_no_V,eta_Pd_no_V,eta_with_V,eta_no_V,j_Au_with_A_per_m2,j_Pd_with_A_per_m2,j_Au_no_A_per_m2,j_Pd_no_A_per_m2,current_density_with_A_per_m2,current_density_no_A_per_m2,sigma_with_C_per_m2
continuous_Neumann_computational_halfcell,0.095,Au,Au,-7.639795635201679,0.0,-0.19617706121674763,0.0,0.0004809267265095896,2079.318833572998,1.0,1.0,0.7210874940036561,nan,0.3670000000000001,nan,0.7210874940036561,0.3670000000000001,0.11160694990337802,nan,0.23512070815744887,nan,0.11160694990337802,0.23512070815744887,-0.05445625299817196
continuous_Neumann_computational_halfcell,0.1,Au,Au,-7.639640291523669,0.0,-0.1961730722532091,0.0,0.00048100144123921904,2078.995849625042,1.0,1.0,0.7210835050401176,nan,0.3670000000000001,nan,0.7210835050401176,0.3670000000000001,0.11161561895708907,nan,0.23512070815744887,nan,0.11161561895708907,0.23512070815744887,-0.05445824747994123
continuous_Neumann_computational_halfcell,0.105,Au,Au,-7.63948381342804,0.0,-0.19616905415974023,0.0,0.0004810767133178013,2078.670557764861,1.0,1.0,0.7210794869466488,nan,0.3670000000000001,nan,0.7210794869466488,0.3670000000000001,0.11162435199846547,nan,0.23512070815744887,nan,0.11162435199846547,0.23512070815744887,-0.05446025652667566
continuous_Neumann_computational_halfcell,0.11,Au,Au,-7.6393140733488885,0.0,-0.19616469552091156,0.0,0.0004811583782479075,2078.3177540031725,1.0,1.0,0.7210751283078201,nan,0.3670000000000001,nan,0.7210751283078201,0.3670000000000001,0.11163382596365942,nan,0.23512070815744887,nan,0.11163382596365942,0.23512070815744887,-0.05446243584608999
continuous_Neumann_computational_halfcell,0.115,Au,Au,-7.639138556195245,0.0,-0.19616018853655767,0.0,0.0004812428372086905,2077.953005597361,1.0,1.0,0.7210706213234662,nan,0.3670000000000001,nan,0.7210706213234662,0.3670000000000001,0.11164362321924144,nan,0.23512070815744887,nan,0.11164362321924144,0.23512070815744887,-0.05446468933826694
continuous_Neumann_computational_halfcell,0.12,Au,Au,-7.638957259847529,0.0,-0.19615553315225126,0.0,0.00048133009268675153,2077.5763144541174,1.0,1.0,0.7210659659391598,nan,0.3670000000000001,nan,0.7210659659391598,0.3670000000000001,0.11165374396851593,nan,0.23512070815744887,nan,0.11165374396851593,0.23512070815744887,-0.054467017030420145
continuous_Neumann_computational_halfcell,0.125,Au,Au,-7.638762673602485,0.0,-0.19615053650580563,0.0,0.00048142376201520005,2077.172086010218,1.0,1.0,0.7210609692927141,nan,0.3670000000000001,nan,0.7210609692927141,0.3670000000000001,0.11166460763837951,nan,0.23512070815744887,nan,0.11166460763837951,0.23512070815744887,-0.05446951535364296
continuous_Neumann_computational_halfcell,0.13,Au,Au,-7.638566931425505,0.0,-0.1961455101769783,0.0,0.0004815180061739047,2076.7655356149667,1.0,1.0,0.7210559429638868,nan,0.3670000000000001,nan,0.7210559429638868,0.3670000000000001,0.11167553690989608,nan,0.23512070815744887,nan,0.11167553690989608,0.23512070815744887,-0.05447202851805663
continuous_Neumann_computational_halfcell,0.135,Au,Au,-7.638357882987887,0.0,-0.19614014216582956,0.0,0.00048161867728298285,2076.331436399909,1.0,1.0,0.721050574952738,nan,0.3670000000000001,nan,0.721050574952738,0.3670000000000001,0.11168721031821799,nan,0.23512070815744887,nan,0.11168721031821799,0.23512070815744887,-0.054474712523630994
continuous_Neumann_computational_halfcell,0.14,Au,Au,-7.638143024794633,0.0,-0.19613462496995895,0.0,0.00048172216811934973,2075.8853675013843,1.0,1.0,0.7210450577568674,nan,0.3670000000000001,nan,0.7210450577568674,0.3670000000000001,0.11169920941884194,nan,0.23512070815744887,nan,0.11169920941884194,0.23512070815744887,-0.0544774711215663
continuous_Neumann_computational_halfcell,0.145,Au,Au,-7.63792235424086,0.0,-0.19612895852247744,0.0,0.00048182848174666546,2075.4273312671817,1.0,1.0,0.721039391309386,nan,0.3670000000000001,nan,0.721039391309386,0.3670000000000001,0.11171153446197218,nan,0.23512070815744887,nan,0.11171153446197218,0.23512070815744887,-0.054480304345307054
continuous_Neumann_computational_halfcell,0.15,Au,Au,-7.637688343181626,0.0,-0.19612294951332526,0.0,0.0004819412481338245,2074.941715141016,1.0,1.0,0.7210333823002337,nan,0.3670000000000001,nan,0.7210333823002337,0.3670000000000001,0.11172460609393796,nan,0.23512070815744887,nan,0.11172460609393796,0.23512070815744887,-0.054483308849883144
continuous_Neumann_computational_halfcell,0.155,Au,Au,-7.637453149780665,0.0,-0.1961169101436325,0.0,0.00048205461086559714,2074.453759926409,1.0,1.0,0.721027342930541,nan,0.3670000000000001,nan,0.721027342930541,0.3670000000000001,0.11173774531152626,nan,0.23512070815744887,nan,0.11173774531152626,0.23512070815744887,-0.054486328534729525
continuous_Neumann_computational_halfcell,0.16,Au,Au,-7.637204596154227,0.0,-0.19611052770589232,0.0,0.0004821744421789058,2073.938210994934,1.0,1.0,0.7210209604928008,nan,0.3670000000000001,nan,0.7210209604928008,0.3670000000000001,0.11175163258534505,nan,0.23512070815744887,nan,0.11175163258534505,0.23512070815744887,-0.05448951975359961
continuous_Neumann_computational_halfcell,0.165,Au,Au,-7.63695019333451,0.0,-0.19610399507073814,0.0,0.00048229712432127145,2073.4106623739112,1.0,1.0,0.7210144278576467,nan,0.3670000000000001,nan,0.7210144278576467,0.3670000000000001,0.11176584845468406,nan,0.23512070815744887,nan,0.11176584845468406,0.23512070815744887,-0.054492786071176705
continuous_Neumann_computational_halfcell,0.17,Au,Au,-7.6366899382226485,0.0,-0.1960973121585963,0.0,0.00048242266094837793,2072.8711168628247,1.0,1.0,0.7210077449455048,nan,0.3670000000000001,nan,0.7210077449455048,0.3670000000000001,0.11178039321769667,nan,0.23512070815744887,nan,0.11178039321769667,0.23512070815744887,-0.054496127527247626
continuous_Neumann_computational_halfcell,0.175,Au,Au,-7.636416282231713,0.0,-0.19609028513449128,0.0,0.0004825546968650948,2072.3039408723535,1.0,1.0,0.7210007179213997,nan,0.3670000000000001,nan,0.7210007179213997,0.3670000000000001,0.11179568895125161,nan,0.23512070815744887,nan,0.11179568895125161,0.23512070815744887,-0.054499641039300134
continuous_Neumann_computational_halfcell,0.18,Au,Au,-7.63614141252415,0.0,-0.19608322694419117,0.0,0.00048268735476448947,2071.734405571729,1.0,1.0,0.7209936597310997,nan,0.3670000000000001,nan,0.7209936597310997,0.3670000000000001,0.11181105463128188,nan,0.23512070815744887,nan,0.11181105463128188,0.23512070815744887,-0.05450317013445019
continuous_Neumann_computational_halfcell,0.185,Au,Au,-7.635853118814225,0.0,-0.19607582404816082,0.0,0.0004828265305535168,2071.137223659998,1.0,1.0,0.7209862568350693,nan,0.3670000000000001,nan,0.7209862568350693,0.3670000000000001,0.11182717300483555,nan,0.23512070815744887,nan,0.11182717300483555,0.23512070815744887,-0.054506871582465366
continuous_Neumann_computational_halfcell,0.19,Au,Au,-7.63555892962022,0.0,-0.19606826976604683,0.0,0.0004829685937970954,2070.5280070863564,1.0,1.0,0.7209787025529554,nan,0.3670000000000001,nan,0.7209787025529554,0.3670000000000001,0.11184362338763415,nan,0.23512070815744887,nan,0.11184362338763415,0.23512070815744887,-0.05451064872352236
continuous_Neumann_computational_halfcell,0.195,Au,Au,-7.635258841338906,0.0,-0.19606056400532432,0.0,0.0004831135487608918,2069.9067591145777,1.0,1.0,0.7209709967922329,nan,0.3670000000000001,nan,0.7209709967922329,0.3670000000000001,0.11186040612703768,nan,0.23512070815744887,nan,0.11186040612703768,0.23512070815744887,-0.05451450160388362
continuous_Neumann_computational_halfcell,0.2,Au,Au,-7.63494528190004,0.0,-0.19605251232800588,0.0,0.0004832650573263785,2069.2578220581727,1.0,1.0,0.7209629451149144,nan,0.3670000000000001,nan,0.7209629451149144,0.3670000000000001,0.11187794494495547,nan,0.23512070815744887,nan,0.11187794494495547,0.23512070815744887,-0.05451852744254283
continuous_Neumann_computational_halfcell,0.205,Au,Au,-7.634630472321398,0.0,-0.19604442854920734,0.0,0.00048341721774497053,2068.6065024013183,1.0,1.0,0.7209548613361159,nan,0.3670000000000001,nan,0.7209548613361159,0.3670000000000001,0.11189555645534097,nan,0.23512070815744887,nan,0.11189555645534097,0.23512070815744887,-0.054522569331942106
continuous_Neumann_computational_halfcell,0.21,Au,Au,-7.634302165003767,0.0,-0.19603599817124645,0.0,0.0004835759532106065,2067.9274752201773,1.0,1.0,0.720946430958155,nan,0.3670000000000001,nan,0.720946430958155,0.3670000000000001,0.1119139260280133,nan,0.23512070815744887,nan,0.1119139260280133,0.23512070815744887,-0.05452678452092255
continuous_Neumann_computational_halfcell,0.215,Au,Au,-7.633967908943923,0.0,-0.19602741503962287,0.0,0.0004837376184206449,2067.23637343918,1.0,1.0,0.7209378478265314,nan,0.3670000000000001,nan,0.7209378478265314,0.3670000000000001,0.11193263154505576,nan,0.23512070815744887,nan,0.11193263154505576,0.23512070815744887,-0.05453107608673434
continuous_Neumann_computational_halfcell,0.22,Au,Au,-7.633627700022146,0.0,-0.1960186790485492,0.0,0.0004839022182718122,2066.5332008010987,1.0,1.0,0.7209291118354577,nan,0.3670000000000001,nan,0.7209291118354577,0.3670000000000001,0.11195167340450729,nan,0.23512070815744887,nan,0.11195167340450729,0.23512070815744887,-0.05453544408227118
continuous_Neumann_computational_halfcell,0.225,Au,Au,-7.633273939596265,0.0,-0.19600959507771568,0.0,0.0004840734340095234,2065.8022724302746,1.0,1.0,0.7209200278646242,nan,0.3670000000000001,nan,0.7209200278646242,0.3670000000000001,0.11197147719173554,nan,0.23512070815744887,nan,0.11197147719173554,0.23512070815744887,-0.05453998606768794
continuous_Neumann_computational_halfcell,0.23,Au,Au,-7.6329188874621,0.0,-0.19600047793799297,0.0,0.0004842453358306091,2065.0689351188794,1.0,1.0,0.7209109107249014,nan,0.3670000000000001,nan,0.7209109107249014,0.3670000000000001,0.11199135681222998,nan,0.23512070815744887,nan,0.11199135681222998,0.23512070815744887,-0.05454454463754929
continuous_Neumann_computational_halfcell,0.235,Au,Au,-7.632550253720709,0.0,-0.19599101204551303,0.0,0.00048442387790680275,2064.3078213258264,1.0,1.0,0.7209014448324216,nan,0.3670000000000001,nan,0.7209014448324216,0.3670000000000001,0.11201200061110436,nan,0.23512070815744887,nan,0.11201200061110436,0.23512070815744887,-0.05454927758378926
continuous_Neumann_computational_halfcell,0.24,Au,Au,-7.632175610879425,0.0,-0.19598139184948707,0.0,0.0004846053978452568,2063.534588030565,1.0,1.0,0.7208918246363956,nan,0.3670000000000001,nan,0.7208918246363956,0.3670000000000001,0.11203298482352261,nan,0.23512070815744887,nan,0.11203298482352261,0.23512070815744887,-0.05455408768180224
continuous_Neumann_computational_halfcell,0.245,Au,Au,-7.631794954288065,0.0,-0.19597161723050618,0.0,0.00048478990119813636,2062.749239471666,1.0,1.0,0.7208820500174147,nan,0.3670000000000001,nan,0.7208820500174147,0.3670000000000001,0.11205430989990241,nan,0.23512070815744887,nan,0.11205430989990241,0.23512070815744887,-0.05455897499129268
continuous_Neumann_computational_halfcell,0.25,Au,Au,-7.631400655590031,0.0,-0.1959614923052444,0.0,0.0004849810909154498,2061.9360604604212,1.0,1.0,0.7208719250921529,nan,0.3670000000000001,nan,0.7208719250921529,0.3670000000000001,0.11207640351195274,nan,0.23512070815744887,nan,0.11207640351195274,0.23512070815744887,-0.054564037453923575
continuous_Neumann_computational_halfcell,0.255,Au,Au,-7.631005018358266,0.0,-0.19595133300869488,0.0,0.00048517300545348303,2061.120443140312,1.0,1.0,0.7208617657956033,nan,0.3670000000000001,nan,0.7208617657956033,0.3670000000000001,0.11209857650401159,nan,0.23512070815744887,nan,0.11209857650401159,0.23512070815744887,-0.05456911710219833
continuous_Neumann_computational_halfcell,0.26,Au,Au,-7.6305957053225235,0.0,-0.19594082254057454,0.0,0.00048537163373700527,2060.276972308279,1.0,1.0,0.7208512553274831,nan,0.3670000000000001,nan,0.7208512553274831,0.3670000000000001,0.11212152055608203,nan,0.23512070815744887,nan,0.11212152055608203,0.23512070815744887,-0.0545743723362585
continuous_Neumann_computational_halfcell,0.265,Au,Au,-7.630180315578642,0.0,-0.19593015603284247,0.0,0.0004855732940165371,2059.421332108811,1.0,1.0,0.720840588819751,nan,0.3670000000000001,nan,0.720840588819751,0.3670000000000001,0.11214481003940516,nan,0.23512070815744887,nan,0.11214481003940516,0.23512070815744887,-0.05457970559012454
continuous_Neumann_computational_halfcell,0.27,Au,Au,-7.629758843930155,0.0,-0.1959193333520622,0.0,0.0004857779925275066,2058.553527295447,1.0,1.0,0.7208297661389708,nan,0.3670000000000001,nan,0.7208297661389708,0.3670000000000001,0.11216844545871074,nan,0.23512070815744887,nan,0.11216844545871074,0.23512070815744887,-0.05458511693051467
continuous_Neumann_computational_halfcell,0.275,Au,Au,-7.629323629102743,0.0,-0.1959081577696361,0.0,0.00048598945632543744,2057.6578092063814,1.0,1.0,0.7208185905565446,nan,0.3670000000000001,nan,0.7208185905565446,0.3670000000000001,0.11219285679997454,nan,0.23512070815744887,nan,0.11219285679997454,0.23512070815744887,-0.05459070472172772
continuous_Neumann_computational_halfcell,0.28,Au,Au,-7.628887023532588,0.0,-0.19589694647528302,0.0,0.00048620168835657765,2056.759620436788,1.0,1.0,0.7208073792621915,nan,0.3670000000000001,nan,0.7208073792621915,0.3670000000000001,0.11221735148661163,nan,0.23512070815744887,nan,0.11221735148661163,0.23512070815744887,-0.05459631036890426
continuous_Neumann_computational_halfcell,0.285,Au,Au,-7.6284366374102035,0.0,-0.1958853813196007,0.0,0.00048642071616953464,2055.8334930197857,1.0,1.0,0.7207958141065092,nan,0.3670000000000001,nan,0.7207958141065092,0.3670000000000001,0.11224262490110377,nan,0.23512070815744887,nan,0.11224262490110377,0.23512070815744887,-0.05460209294674542
continuous_Neumann_computational_halfcell,0.29,Au,Au,-7.627980099550284,0.0,-0.19587365819767838,0.0,0.0004866428363415905,2054.8951414093503,1.0,1.0,0.7207840909845868,nan,0.3670000000000001,nan,0.7207840909845868,0.3670000000000001,0.11226824932950491,nan,0.23512070815744887,nan,0.11226824932950491,0.23512070815744887,-0.054607954507706585
continuous_Neumann_computational_halfcell,0.295,Au,Au,-7.6275174041922575,0.0,-0.19586177696159424,0.0,0.0004868680558229695,2053.944570895427,1.0,1.0,0.7207722097485028,nan,0.3670000000000001,nan,0.7207722097485028,0.3670000000000001,0.11229422533304245,nan,0.23512070815744887,nan,0.11229422533304245,0.23512070815744887,-0.05461389512574866
continuous_Neumann_computational_halfcell,0.3,Au,Au,-7.627040853872963,0.0,-0.19584953995348234,0.0,0.00048710012824312746,2052.965996142928,1.0,1.0,0.7207599727403908,nan,0.3670000000000001,nan,0.7207599727403908,0.3670000000000001,0.1123209854455196,nan,0.23512070815744887,nan,0.1123209854455196,0.23512070815744887,-0.054620013629804606
continuous_Neumann_computational_halfcell,0.305,Au,Au,-7.626562855075925,0.0,-0.19583726575090604,0.0,0.00048733301717434496,2051.984915362808,1.0,1.0,0.7207476985378145,nan,0.3670000000000001,nan,0.7207476985378145,0.3670000000000001,0.11234783330166508,nan,0.23512070815744887,nan,0.11234783330166508,0.23512070815744887,-0.054626150731092754
continuous_Neumann_computational_halfcell,0.31,Au,Au,-7.6260709601766585,0.0,-0.19582463471987152,0.0,0.00048757279276709776,2050.9758026586132,1.0,1.0,0.7207350675067801,nan,0.3670000000000001,nan,0.7207350675067801,0.3670000000000001,0.11237546836298454,nan,0.23512070815744887,nan,0.11237546836298454,0.23512070815744887,-0.054632466246610015
continuous_Neumann_computational_halfcell,0.315,Au,Au,-7.625572830898285,0.0,-0.19581184360050088,0.0,0.00048781572755195445,2049.95440597699,1.0,1.0,0.7207222763874094,nan,0.3670000000000001,nan,0.7207222763874094,0.3670000000000001,0.11240346060425982,nan,0.23512070815744887,nan,0.11240346060425982,0.23512070815744887,-0.05463886180629533
continuous_Neumann_computational_halfcell,0.32,Au,Au,-7.625068460896163,0.0,-0.19579889222987437,0.0,0.00048806182922942994,2048.920731168092,1.0,1.0,0.7207093250167829,nan,0.3670000000000001,nan,0.7207093250167829,0.3670000000000001,0.11243181064566896,nan,0.23512070815744887,nan,0.11243181064566896,0.23512070815744887,-0.05464533749160859
continuous_Neumann_computational_halfcell,0.325,Au,Au,-7.624550113171761,0.0,-0.19578558193492446,0.0,0.0004883148805465996,2047.8589529785393,1.0,1.0,0.720696014721833,nan,0.3670000000000001,nan,0.720696014721833,0.3670000000000001,0.11246095380867815,nan,0.23512070815744887,nan,0.11246095380867815,0.23512070815744887,-0.054651992639083546
continuous_Neumann_computational_halfcell,0.33,Au,Au,-7.624030253549684,0.0,-0.1957722328169933,0.0,0.0004885688017318224,2046.7946304702946,1.0,1.0,0.7206826656039018,nan,0.3670000000000001,nan,0.7206826656039018,0.3670000000000001,0.11249018956260826,nan,0.23512070815744887,nan,0.11249018956260826,0.23512070815744887,-0.05465866719804913
continuous_Neumann_computational_halfcell,0.335,Au,Au,-7.6234963711948325,0.0,-0.19575852361894516,0.0,0.0004888297096350635,2045.7021745804923,1.0,1.0,0.7206689564058537,nan,0.3670000000000001,nan,0.7206689564058537,0.3670000000000001,0.11252022183450562,nan,0.23512070815744887,nan,0.11252022183450562,0.23512070815744887,-0.054665521797073194
continuous_Neumann_computational_halfcell,0.34,Au,Au,-7.622956163994477,0.0,-0.19574465200953645,0.0,0.0004890938503028778,2044.5973699745698,1.0,1.0,0.720655084796445,nan,0.3670000000000001,nan,0.720655084796445,0.3670000000000001,0.1125506180563956,nan,0.23512070815744887,nan,0.1125506180563956,0.23512070815744887,-0.05467245760177755
continuous_Neumann_computational_halfcell,0.345,Au,Au,-7.622409624997818,0.0,-0.19573061781028236,0.0,0.0004893612322257626,2043.4802230893897,1.0,1.0,0.7206410505971909,nan,0.3670000000000001,nan,0.7206410505971909,0.3670000000000001,0.11258137891013864,nan,0.23512070815744887,nan,0.11258137891013864,0.23512070815744887,-0.05467947470140459
continuous_Neumann_computational_halfcell,0.35,Au,Au,-7.621848974241132,0.0,-0.1957162212448417,0.0,0.0004896356698955577,2042.3348654588544,1.0,1.0,0.7206266540317502,nan,0.3670000000000001,nan,0.7206266540317502,0.3670000000000001,0.11261294275164221,nan,0.23512070815744887,nan,0.11261294275164221,0.23512070815744887,-0.054686672984124926
continuous_Neumann_computational_halfcell,0.355,Au,Au,-7.621286742305493,0.0,-0.19570178407739344,0.0,0.0004899110361085868,2041.186922309613,1.0,1.0,0.720612216864302,nan,0.3670000000000001,nan,0.720612216864302,0.3670000000000001,0.1126446044981356,nan,0.23512070815744887,nan,0.1126446044981356,0.23512070815744887,-0.054693891567849054
continuous_Neumann_computational_halfcell,0.36,Au,Au,-7.62071034961705,0.0,-0.19568698328570672,0.0,0.000490193498644638,2040.0107360969762,1.0,1.0,0.7205974160726152,nan,0.3670000000000001,nan,0.7205974160726152,0.3670000000000001,0.11267707293976666,nan,0.23512070815744887,nan,0.11267707293976666,0.23512070815744887,-0.05470129196369242
continuous_Neumann_computational_halfcell,0.365,Au,Au,-7.6201275335565875,0.0,-0.19567201755266478,0.0,0.0004904792745576886,2038.82213147904,1.0,1.0,0.7205824503395732,nan,0.3670000000000001,nan,0.7205824503395732,0.3670000000000001,0.11270991272830086,nan,0.23512070815744887,nan,0.11270991272830086,0.23512070815744887,-0.054708774830213386
continuous_Neumann_computational_halfcell,0.37,Au,Au,-7.619538286542689,0.0,-0.1956568866835896,0.0,0.0004907683731724838,2037.621115508483,1.0,1.0,0.7205673194704981,nan,0.3670000000000001,nan,0.7205673194704981,0.3670000000000001,0.11274312461031716,nan,0.23512070815744887,nan,0.11274312461031716,0.23512070815744887,-0.05471634026475097
continuous_Neumann_computational_halfcell,0.375,Au,Au,-7.618934782125014,0.0,-0.19564138970844208,0.0,0.0004910646434449658,2036.3917731578067,1.0,1.0,0.7205518224953507,nan,0.3670000000000001,nan,0.7205518224953507,0.3670000000000001,0.11277715023059447,nan,0.23512070815744887,nan,0.11277715023059447,0.23512070815744887,-0.054724088752324734
continuous_Neumann_computational_halfcell,0.38,Au,Au,-7.618329621190917,0.0,-0.1956258501967479,0.0,0.0004913619065202229,2035.1598012184188,1.0,1.0,0.7205362829836565,nan,0.3670000000000001,nan,0.7205362829836565,0.3670000000000001,0.11281127955655691,nan,0.23512070815744887,nan,0.11281127955655691,0.23512070815744887,-0.05473185850817182
