d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,applicable,diagnostic_status,formula,mean_definition,surface_charge_definition,surface_charge_sign_convention,interpretation,gouy_chapman_numerator_C_per_m,metal,effective_C_H_F_per_m2,boundary_length_m,boundary_area_m2,n_boundary_quadrature_points,n_boundary_nodes,mean_signed_sigma_C_per_m2,mean_abs_sigma_C_per_m2,local_min_sigma_C_per_m2,local_max_sigma_C_per_m2,charge_sign,has_sign_change,has_zero_charge,has_zero_crossing,mean_gouy_chapman_length_m,mean_gouy_chapman_length_nm,mean_length_infinite,local_min_gouy_chapman_length_m,local_min_gouy_chapman_length_nm,local_max_gouy_chapman_length_m,local_max_gouy_chapman_length_nm,local_max_length_infinite,zero_tolerance_C_per_m2
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03604204428350523,0.03604204428350523,-0.050853972198184105,-0.03532894575949089,negative,False,False,False,9.90388182052297e-10,0.9903881820522971,False,7.019238256606383e-10,0.7019238256606383,1.0103787120735052e-09,1.0103787120735053,False,1.4453568211986324e-15
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.027006073779701687,0.027006073779701687,-0.04532750635484758,-0.02635623072608827,negative,False,False,False,1.321762467457179e-09,1.321762467457179,False,7.875044886860766e-10,0.7875044886860766,1.3543520348703134e-09,1.3543520348703135,False,1.288285214822269e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036096996058413426,0.036096996058413426,-0.051508417970250624,-0.035345063294836415,negative,False,False,False,9.888804779662338e-10,0.9888804779662338,False,6.930054566227526e-10,0.6930054566227526,1.0099179740499694e-09,1.0099179740499693,False,1.4639572887702634e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027099282517559997,0.027099282517559997,-0.0467662361338166,-0.026378205123078848,negative,False,False,False,1.3172162285942004e-09,1.3172162285942004,False,7.632774767943678e-10,0.7632774767943679,1.3532237902024003e-09,1.3532237902024002,False,1.3291763745489959e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03610074419038519,0.03610074419038519,-0.05154122967904689,-0.03534615643035283,negative,False,False,False,9.887778082119438e-10,0.9887778082119438,False,6.925642817928441e-10,0.692564281792844,1.0098867407471836e-09,1.0098867407471837,False,1.4648898536235859e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027105708161783336,0.027105708161783336,-0.04684648786947944,-0.026379695471046984,negative,False,False,False,1.3169039710136333e-09,1.3169039710136332,False,7.619699221602667e-10,0.7619699221602667,1.3531473384356095e-09,1.3531473384356094,False,1.3314572660612907e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03614006826588773,0.03614006826588773,-0.05199697224412956,-0.03535774302239541,negative,False,False,False,9.877019172396496e-10,0.9877019172396496,False,6.864941009987202e-10,0.6864941009987202,1.0095558048707948e-09,1.0095558048707949,False,1.4778428363834325e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02717213004563841,0.02717213004563841,-0.04784753848622362,-0.02639549233652278,negative,False,False,False,1.313684818063017e-09,1.313684818063017,False,7.460282356148101e-10,0.7460282356148101,1.3523375226457891e-09,1.3523375226457892,False,1.3599088358155205e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036174268011190856,0.036174268011190856,-0.0523772582529778,-0.03536784636289594,negative,False,False,False,9.867681276742448e-10,0.9867681276742448,False,6.815097984507375e-10,0.6815097984507376,1.0092674105494037e-09,1.0092674105494037,False,1.4886512148273653e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027229815153765137,0.027229815153765137,-0.04868893158083567,-0.02640926690265141,negative,False,False,False,1.3109018373359542e-09,1.3109018373359542,False,7.331361267627239e-10,0.7331361267627239,1.3516321693808697e-09,1.3516321693808697,False,1.3838226658673326e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03620177331870784,0.03620177331870784,-0.05268701938079894,-0.03537600427729898,negative,False,False,False,9.860184030527272e-10,0.9860184030527271,False,6.775030194324848e-10,0.6775030194324848,1.0090346675555794e-09,1.0090346675555795,False,1.497455155595132e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027276066352145245,0.027276066352145245,-0.049368574002968874,-0.026420389109977224,negative,False,False,False,1.3086789808524459e-09,1.308678980852446,False,7.230432605414632e-10,0.7230432605414632,1.3510631719617357e-09,1.3510631719617356,False,1.4031392653057786e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03622370391139372,0.03622370391139372,-0.0529228266136813,-0.03538251568305819,negative,False,False,False,9.854214467604875e-10,0.9854214467604875,False,6.744842821029765e-10,0.6744842821029765,1.0088489760065551e-09,1.008848976006555,False,1.504157200249702e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.027312964166773156,0.027312964166773156,-0.049891868836841005,-0.026429266500006154,negative,False,False,False,1.3069110513758759e-09,1.306911051375876,False,7.154595638043303e-10,0.7154595638043303,1.3506093600963469e-09,1.350609360096347,False,1.4180121990205238e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03624140264162325,0.03624140264162325,-0.05311111881838365,-0.03538778018885463,negative,False,False,False,9.849402096372706e-10,0.9849402096372706,False,6.720930665658205e-10,0.6720930665658206,1.0086988933719967e-09,1.0086988933719967,False,1.5095087865797624e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027342725360477015,0.027342725360477015,-0.05031019901130971,-0.02643644390871143,negative,False,False,False,1.3054885438371822e-09,1.3054885438371822,False,7.095105051634713e-10,0.7095105051634713,1.3502426740393243e-09,1.3502426740393243,False,1.4299018576852436e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036255884950653634,0.036255884950653634,-0.053270653507539484,-0.03539210212233137,negative,False,False,False,9.845467781016222e-10,0.9845467781016222,False,6.700802855804476e-10,0.6700802855804476,1.0085757153392213e-09,1.0085757153392212,False,1.5140430351590193e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027367024419536846,0.027367024419536846,-0.05066054194992269,-0.026442336258895967,negative,False,False,False,1.3043294063751645e-09,1.3043294063751645,False,7.046038858146009e-10,0.7046038858146009,1.3499417890270603e-09,1.3499417890270604,False,1.4398592028874956e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.0362580234273376,0.0362580234273376,-0.05329534897724036,-0.03539274226024991,negative,False,False,False,9.844887101174845e-10,0.9844887101174845,False,6.697697904301715e-10,0.6697697904301715,1.0085574735326282e-09,1.0085574735326281,False,1.5147449226231048e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02737060347342099,0.02737060347342099,-0.05071402368190006,-0.026443208998592833,negative,False,False,False,1.304158848746334e-09,1.304158848746334,False,7.038608283043605e-10,0.7038608283043605,1.3498972351384682e-09,1.3498972351384682,False,1.4413792451335911e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03626763838886134,0.03626763838886134,-0.053397141063652,-0.03539561151154214,negative,False,False,False,9.842277110150107e-10,0.9842277110150107,False,6.684929942754465e-10,0.6684929942754465,1.008475717498175e-09,1.008475717498175,False,1.5176380277254112e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027386754808105467,0.027386754808105467,-0.050939966742083065,-0.026447120816051148,negative,False,False,False,1.3033897212540329e-09,1.3033897212540329,False,7.007388696604681e-10,0.7007388696604682,1.3496975706226945e-09,1.3496975706226946,False,1.4478009331379287e-15
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03627719839622632,0.03627719839622632,-0.05349778756009643,-0.035398466768664275,negative,False,False,False,9.839683408160403e-10,0.9839683408160402,False,6.67235344551224e-10,0.667235344551224,1.008394373368394e-09,1.008394373368394,False,1.520498573202543e-15
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027402814977910958,0.027402814977910958,-0.05116363159445421,-0.026451013556591553,negative,False,False,False,1.3026258340306602e-09,1.3026258340306602,False,6.976755480988627e-10,0.6976755480988627,1.3494989384440368e-09,1.3494989384440368,False,1.4541578705818156e-15
7.500000000000001e-09,7.500000000000001,2.4661172838301355,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the Au/Pd horizontal Stern boundaries; not an independent screening length in the linearized-PB equation and not a charged-gap-support length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03628501272642841,0.03628501272642841,-0.05357962256312715,-0.035400802451895114,negative,False,False,False,9.837564336691004e-10,0.9837564336691004,False,6.662162405741622e-10,0.6662162405741622,1.0083278412655934e-09,1.0083278412655934,False,1.5228244638799182e-15
