run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,pzc_Au_V,pzc_Pd_V,L_Au_nm,L_Pd_len_nm
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.349118552081964e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4673338011081877,0.1206596786056151,0.1206596786056151,3.6695237305852546e-10,3.6695237305852546e-10,0.014728270937708874,-1.4807599590938025e-14,-1.4807599590938025e-14,-4.5033136769372217e-23,-4.5033136769372217e-23,-1.8074831727779285e-15,True,brentq,16,1.0,2.491483043803976e-08,2.491483043803976e-08,0.4752757301751398,-0.2374270452740683,0.6152324114120121,-0.2282024800765052,2.335614747981282,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,4.349118552081964,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.349118552081964e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5016259087167346,0.31522773334581433,0.31522773334581433,9.586762217657985e-10,9.586762217657985e-10,0.03847813550848411,3.456068764506881e-12,3.456068764506881e-12,1.05106581522937e-20,1.05106581522937e-20,4.2186352335138163e-13,True,brentq,12,1.0,2.491483043803976e-08,2.491483043803976e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,4.349118552081964,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.634538227695674e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4634494655925323,0.13530206453137164,0.13530206453137164,4.1148305907383755e-10,4.1148305907383755e-10,0.015705310342033933,1.304512053934559e-15,1.304512053934559e-15,3.967305394865031e-24,3.967305394865031e-24,1.5142242450569548e-16,True,brentq,18,1.0,2.6200250113653468e-08,2.6200250113653468e-08,0.4810880076321469,-0.24181966560599522,0.6152318880411775,-0.22820254993429992,2.2424277200027554,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,5.634538227695674,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.634538227695674e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4939831572811548,0.35192570958501784,0.35192570958501784,1.0702827635952115e-09,1.0702827635952115e-09,0.04085009719191444,2.0401347278209414e-11,2.0401347278209414e-11,6.204494230255347e-20,6.204494230255347e-20,2.36810496210571e-12,True,brentq,12,1.0,2.6200250113653468e-08,2.6200250113653468e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,5.634538227695674,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.2998748273178166e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45946813101605377,0.15215729522611016,0.15215729522611016,4.627434881861969e-10,4.627434881861969e-10,0.0166062711310413,-1.6616930054169643e-11,-1.6616930054169643e-11,-5.053570494129693e-20,-5.053570494129693e-20,-1.8135525177089097e-12,True,brentq,12,1.0,2.7865586713275612e-08,2.7865586713275612e-08,0.4857095393324554,-0.24531076298503654,0.6152309329737256,-0.22820262088427945,2.1452995813010993,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,7.299874827317817,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.2998748273178166e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4863404058557685,0.39289596691555156,0.39289596691555156,1.1948822431064902e-09,1.1948822431064902e-09,0.042880211186697506,1.7693829734710675e-10,1.7693829734710675e-10,5.381079151443579e-19,5.381079151443579e-19,1.9310841027007505e-11,True,brentq,12,1.0,2.7865586713275612e-08,2.7865586713275612e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,7.299874827317817,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.457416090031759e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4554033205342066,0.1715330640957413,0.1715330640957413,5.216694230859918e-10,5.216694230859918e-10,0.01737558536549514,-4.2849057635407917e-13,-4.2849057635407917e-13,-1.3031332060835393e-21,-1.3031332060835393e-21,-4.340431174012569e-14,True,brentq,16,1.0,3.002312797598955e-08,3.002312797598955e-08,0.4893131516537345,-0.2480356800099466,0.6152272504567726,-0.2282011264959497,2.0466053843390455,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,9.457416090031758,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.457416090031759e-09,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4786976544055094,0.43863587268395204,0.43863587268395204,1.3339872627713345e-09,1.3339872627713345e-09,0.04443198802730237,2.7755575615628914e-15,2.7755575615628914e-15,8.44107530822347e-24,8.44107530822347e-24,2.811524273877814e-16,True,brentq,13,1.0,3.002312797598955e-08,3.002312797598955e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,9.457416090031758,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2252637369243167e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4512692307950785,0.19377191724371562,0.19377191724371562,5.893026211108494e-10,5.893026211108494e-10,0.01795649794961757,4.4664549836426204e-11,4.4664549836426204e-11,1.3583462796746292e-19,1.3583462796746292e-19,4.1389841673994685e-12,True,brentq,15,1.0,3.281834925520096e-08,3.281834925520096e-08,0.4921058456949331,-0.2501472701611522,0.615223549527758,-0.22819961018642212,1.946555141296889,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,12.252637369243168,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2252637369243167e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4710549029685475,0.4897006970203471,0.4897006970203471,1.4892865200427267e-09,1.4892865200427267e-09,0.045379690138031815,9.275913370743183e-14,9.275913370743183e-14,2.821007368008284e-22,2.821007368008284e-22,8.595823470801836e-15,True,brentq,13,1.0,3.281834925520096e-08,3.281834925520096e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,12.252637369243168,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.5874010519681984e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44707895316463947,0.21926143823783595,0.21926143823783595,6.668218083406609e-10,6.668218083406609e-10,0.018299310870640906,1.6752335629810489e-10,1.6752335629810489e-10,5.094750280020861e-19,5.094750280020861e-19,1.3981309251775053e-11,True,brentq,16,1.0,3.6439722405639775e-08,3.6439722405639775e-08,0.4942673819115197,-0.2517800532178903,0.6152191877597423,-0.22819836484258038,1.845243827377498,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,15.874010519681985,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.5874010519681984e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4634121515315748,0.5467103527005637,0.5467103527005637,1.6626653047441422e-09,1.6626653047441422e-09,0.045627825762108755,2.55351295663786e-15,2.55351295663786e-15,7.765789283565593e-24,7.765789283565593e-24,2.131132942539563e-16,True,brentq,15,1.0,3.6439722405639775e-08,3.6439722405639775e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,15.874010519681985,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0565711885957795e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4428433330188773,0.24843651218229432,0.24843651218229432,7.555495651339625e-10,7.555495651339625e-10,0.018369156616694835,-2.4849844404428723e-12,-2.4849844404428723e-12,-7.557379134205555e-21,-7.557379134205555e-21,-1.8373735798967674e-13,True,brentq,18,1.0,4.113142377191559e-08,4.113142377191559e-08,0.49593279789349504,-0.25303895051866093,0.6152110330382985,-0.22819539938763103,1.7431459411980637,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,20.565711885957796,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0565711885957795e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4557694000946099,0.6103569212146778,0.6103569212146778,1.856228387483858e-09,1.856228387483858e-09,0.045129203350147216,5.340172748447003e-14,5.340172748447003e-14,1.6240628893021956e-22,1.6240628893021956e-22,3.948472336644716e-15,True,brentq,15,1.0,4.113142377191559e-08,4.113142377191559e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,20.565711885957796,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.66440862472541e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4385714525431154,0.2817925543981167,0.2817925543981167,8.569925574275518e-10,8.569925574275518e-10,0.018152853672650234,1.0284850748831786e-10,1.0284850748831786e-10,3.1278472083224533e-19,3.1278472083224533e-19,6.625419578149024e-12,True,brentq,17,1.0,4.72097981332119e-08,4.72097981332119e-08,0.49721558039651687,-0.2540096191519348,0.6151991611724522,-0.22819046198003726,1.6404320322019963,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,26.6440862472541,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.66440862472541e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44812664865769725,0.6814130543437493,0.6814130543437493,2.072325570680415e-09,2.072325570680415e-09,0.04389609048598203,1.3217205108162489e-12,1.3217205108162489e-12,4.0196400617760166e-21,4.0196400617760166e-21,8.514419084008361e-14,True,brentq,15,1.0,4.72097981332119e-08,4.72097981332119e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,26.6440862472541,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.451897682354666e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43427060245090315,0.31990041842480205,0.31990041842480205,9.728868752177623e-10,9.728868752177623e-10,0.017661656950598285,-3.704396234205376e-10,-3.704396234205376e-10,-1.126587609547527e-18,-1.126587609547527e-18,-2.0451919325326833e-11,True,brentq,17,1.0,5.5084688709504456e-08,5.5084688709504456e-08,0.49820466671284047,-0.2547582502068529,0.615180864457896,-0.2281828060319509,1.5396098556291662,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,34.51897682354666,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.451897682354666e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44048389722157416,0.760741353949357,0.760741353949357,2.313580214546347e-09,2.313580214546347e-09,0.042000422780770943,2.3233859280935576e-11,2.3233859280935576e-11,7.065922847610168e-20,7.065922847610168e-20,1.2827380916815448e-12,True,brentq,15,1.0,5.5084688709504456e-08,5.5084688709504456e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,34.51897682354666,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.4721359549995796e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4299470100303111,0.3634142453513052,0.3634142453513052,1.1052219040862646e-09,1.1052219040862646e-09,0.01692864880867698,-2.681577182528372e-12,-2.681577182528372e-12,-8.155260498287023e-21,-8.155260498287023e-21,-1.249138660827712e-13,True,brentq,18,1.0,6.528707143595359e-08,6.528707143595359e-08,0.49896909179366183,-0.2553360605190956,0.615156643305815,-0.22817347387184003,1.624598225800531,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,44.721359549995796,20.565711885957796
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.4721359549995796e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4328411457939722,0.8493048438323217,0.8493048438323217,2.582921084292259e-09,2.582921084292259e-09,0.03956252022770077,2.9542535084914334e-10,2.9542535084914334e-10,8.984528618717514e-19,8.984528618717514e-19,1.376157395500778e-11,True,brentq,15,1.0,6.528707143595359e-08,6.528707143595359e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,,,44.721359549995796,20.565711885957796
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.793914490060236e-08,1e-08,2.0565711885957795e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4256058103627525,0.41307841228249453,0.41307841228249453,1.25626145700056e-09,1.25626145700056e-09,0.01600234059933511,3.683470750637241e-10,3.683470750637241e-10,1.1202237140511511e-18,1.1202237140511511e-18,1.426948293271622e-11,True,brentq,17,1.0,7.850485678656015e-08,7.850485678656015e-08,0.4995610002934618,-0.25578241167450916,0.6151273295713545,-0.22816354827546165,1.7091402933038466,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,,,57.93914490060236,20.565711885957796
