d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,applicable,diagnostic_status,formula,mean_definition,surface_charge_definition,surface_charge_sign_convention,interpretation,gouy_chapman_numerator_C_per_m,metal,effective_C_H_F_per_m2,boundary_length_m,boundary_area_m2,n_boundary_quadrature_points,n_boundary_nodes,mean_signed_sigma_C_per_m2,mean_abs_sigma_C_per_m2,local_min_sigma_C_per_m2,local_max_sigma_C_per_m2,charge_sign,has_sign_change,has_zero_charge,has_zero_crossing,mean_gouy_chapman_length_m,mean_gouy_chapman_length_nm,mean_length_infinite,local_min_gouy_chapman_length_m,local_min_gouy_chapman_length_nm,local_max_gouy_chapman_length_m,local_max_gouy_chapman_length_nm,local_max_length_infinite,zero_tolerance_C_per_m2
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03577874401208284,0.03577874401208284,-0.04551634555946423,-0.035256800594036616,negative,False,False,False,9.976765730886015e-10,0.9976765730886015,False,7.842372729320957e-10,0.7842372729320957,1.0124462263721892e-09,1.0124462263721892,False,1.2936523478249521e-15
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,285,58,-0.026656073962996935,0.026656073962996935,-0.03713288735976224,-0.026257887414827232,negative,False,False,False,1.3391174846281032e-09,1.339117484628103,False,9.612938086271589e-10,0.9612938086271589,1.3594244712631614e-09,1.3594244712631613,False,1.0553801348510841e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.035826027489337574,0.035826027489337574,-0.04604269712246968,-0.03527015125114196,negative,False,False,False,9.963598315781102e-10,0.9963598315781101,False,7.752720180670957e-10,0.7752720180670957,1.012062989501169e-09,1.012062989501169,False,1.308612159006932e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02674230046757811,0.02674230046757811,-0.03838987939579911,-0.02627609100131581,negative,False,False,False,1.3347997027655066e-09,1.3347997027655065,False,9.298183603904521e-10,0.9298183603904522,1.3584826873069372e-09,1.358482687306937,False,1.091105997255656e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03582948241058172,0.03582948241058172,-0.04607351258481072,-0.03527112333850572,negative,False,False,False,9.962637558182238e-10,0.9962637558182238,False,7.747534909495282e-10,0.7747534909495283,1.012035096608902e-09,1.012035096608902,False,1.3094879871235525e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.026748573589956946,0.026748573589956946,-0.038468593579392064,-0.026277416420998196,negative,False,False,False,1.3344866631987976e-09,1.3344866631987977,False,9.279157721667152e-10,0.9279157721667152,1.358414166122697e-09,1.358414166122697,False,1.0933431889097865e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03586519159963561,0.03586519159963561,-0.04646019025861489,-0.03528117869370861,negative,False,False,False,9.952718255031375e-10,0.9952718255031375,False,7.6830539256714e-10,0.76830539256714,1.011746660316494e-09,1.011746660316494,False,1.3204780276116393e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.026812697652970296,0.026812697652970296,-0.039374406222464714,-0.026291126592968596,negative,False,False,False,1.331295163858113e-09,1.331295163858113,False,9.065689654774607e-10,0.9065689654774607,1.3577057867476742e-09,1.3577057867476743,False,1.1190879326495836e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03589766637419485,0.03589766637419485,-0.04679943546344476,-0.035290308777256134,negative,False,False,False,9.943714542137767e-10,0.9943714542137767,False,7.62736010849343e-10,0.762736010849343,1.0114849076751124e-09,1.0114849076751125,False,1.3301199562489717e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.026870411135311002,0.026870411135311002,-0.040162548467355993,-0.026303574998086998,negative,False,False,False,1.3284357479919886e-09,1.3284357479919886,False,8.887786277905752e-10,0.8887786277905751,1.3570632401863698e-09,1.3570632401863698,False,1.1414882825237099e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03592463419601545,0.03592463419601545,-0.04708181324817834,-0.03529788576816719,negative,False,False,False,9.936250017362257e-10,0.9936250017362257,False,7.58161426944835e-10,0.758161426944835,1.0112677838506866e-09,1.0112677838506867,False,1.3381456155962706e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.026917897041060696,0.026917897041060696,-0.040807199936071084,-0.02631390571546338,negative,False,False,False,1.3260922523382438e-09,1.3260922523382437,False,8.747381533481883e-10,0.8747381533481883,1.3565304634504554e-09,1.3565304634504554,False,1.1598103792514133e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.0359469380929077,0.0359469380929077,-0.04730687255311009,-0.0353041472481217,negative,False,False,False,9.93008489989634e-10,0.993008489989634,False,7.545545242990787e-10,0.7545545242990788,1.0110884272183704e-09,1.0110884272183704,False,1.3445421857656496e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.026956919043900945,0.026956919043900945,-0.041319985079800454,-0.02632244273529942,negative,False,False,False,1.3241726421797944e-09,1.3241726421797944,False,8.638825654571488e-10,0.8638825654571488,1.3560905070379324e-09,1.3560905070379323,False,1.1743846096067175e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03596542667643661,0.03596542667643661,-0.04749114884866437,-0.035309335820388726,negative,False,False,False,9.924980186256416e-10,0.9924980186256416,False,7.516266837245194e-10,0.7516266837245194,1.010939851629193e-09,1.010939851629193,False,1.3497796330928046e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.02698908885610909,0.02698908885610909,-0.04173682083227615,-0.026329516877974808,negative,False,False,False,1.3225942863687776e-09,1.3225942863687776,False,8.552547607503635e-10,0.8552547607503634,1.3557261563446786e-09,1.3557261563446785,False,1.1862317942437855e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.035980794740877536,0.035980794740877536,-0.04764686518392208,-0.03531364932172614,negative,False,False,False,9.920741043230927e-10,0.9920741043230927,False,7.491702670805346e-10,0.7491702670805346,1.010816367070508e-09,1.010816367070508,False,1.3542053575270666e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027015697390461887,0.027015697390461887,-0.04208438907783468,-0.026335397909061198,negative,False,False,False,1.3212916253641396e-09,1.3212916253641396,False,8.481913483256326e-10,0.8481913483256327,1.3554234053591941e-09,1.355423405359194,False,1.1961102779262854e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.035983070793116995,0.035983070793116995,-0.04767056424795057,-0.03531428841676502,negative,False,False,False,9.92011352244488e-10,0.992011352244488,False,7.48797822692517e-10,0.7487978226925169,1.0107980739728874e-09,1.0107980739728875,False,1.3548789254386568e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027019626732580956,0.027019626732580956,-0.04213667279276294,-0.026336269249678825,negative,False,False,False,1.3210994758986231e-09,1.3210994758986232,False,8.471389018052684e-10,0.8471389018052684,1.3553785609108033e-09,1.3553785609108033,False,1.1975962704799184e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03599355064793044,0.03599355064793044,-0.047773600533669185,-0.03531722821418204,negative,False,False,False,9.917225189741474e-10,0.9917225189741474,False,7.471828440109321e-10,0.7471828440109322,1.0107139353890503e-09,1.0107139353890504,False,1.3578073928121394e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027037703995882702,0.027037703995882702,-0.04236671303530009,-0.026340277348200172,negative,False,False,False,1.3202161959027604e-09,1.3202161959027605,False,8.425391577025912e-10,0.8425391577025912,1.3551723181771359e-09,1.3551723181771358,False,1.204134407410609e-15
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.03600413472190464,0.03600413472190464,-0.04787686651151625,-0.03532019673507638,negative,False,False,False,9.91430983999518e-10,0.9914309839995179,False,7.455712396466662e-10,0.7455712396466662,1.0106289889359514e-09,1.0106289889359514,False,1.3607423884285552e-15
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,285,58,-0.027055912810150327,0.027055912810150327,-0.04259647855915813,-0.026344324595002407,negative,False,False,False,1.319327681378302e-09,1.319327681378302,False,8.379944991418702e-10,0.8379944991418702,1.3549641246889544e-09,1.3549641246889543,False,1.2106647363668267e-15
7.500000000000001e-09,7.500000000000001,2.4661172838301355,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,285,58,-0.036012917441878255,0.036012917441878255,-0.047961905227334393,-0.03532265968361868,negative,False,False,False,9.91189196848569e-10,0.991189196848569,False,7.442493067403321e-10,0.7442493067403321,1.0105585206524924e-09,1.0105585206524923,False,1.3631593340998732e-15
